order_id,order_date,customer_id,state,city,region,channel,category,product,quantity,unit_price,discount_pct,unit_cost,sales_amount,cost_amount,profit,payment_mode,year,month_num,month,quarter,year_month,gross_sales_before_discount,discount_amount,profit_margin
ORD114017,2024-01-01,CUST12016,Uttar Pradesh,Lucknow,North,Store,Accessories,Smart Watch,1,7800.0,0.05,5000.0,6971.33,5000.0,1971.33,Credit Card,2024,1,Jan,Q1,2024-01,7800.0,390.0,0.28277674417937465
ORD114061,2024-01-01,CUST10953,Rajasthan,Jaipur,North,Store,Accessories,Wireless Earbuds,1,4200.0,0.05,2700.0,3753.79,2700.0,1053.79,Net Banking,2024,1,Jan,Q1,2024-01,4200.0,210.0,0.28072694530061615
ORD101408,2024-01-02,CUST11713,Tamil Nadu,Coimbatore,South,Online,Accessories,Wireless Earbuds,3,4200.0,0.0,2700.0,12458.88,8100.0,4358.88,Debit Card,2024,1,Jan,Q1,2024-01,12600.0,0.0,0.3498613037447989
ORD101481,2024-01-02,CUST12479,Telangana,Hyderabad,South,Store,Accessories,Bluetooth Speaker,2,6500.0,0.0,4100.0,12230.4,8200.0,4030.4,UPI,2024,1,Jan,Q1,2024-01,13000.0,0.0,0.3295395081109367
ORD101948,2024-01-02,CUST12383,Gujarat,Surat,West,Store,Accessories,Wireless Earbuds,1,4200.0,0.02,2700.0,3872.33,2700.0,1172.33,Credit Card,2024,1,Jan,Q1,2024-01,4200.0,84.0,0.30274537552326375
ORD101995,2024-01-02,CUST11469,Maharashtra,Mumbai,West,Online,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,13620.72,10800.0,2820.72,UPI,2024,1,Jan,Q1,2024-01,14500.0,725.0,0.2070903740771413
ORD104690,2024-01-02,CUST10621,Delhi,New Delhi,North,Online,Laptops,Ultrabook 14,3,72000.0,0.08,56000.0,196494.34,168000.0,28494.34,Credit Card,2024,1,Jan,Q1,2024-01,216000.0,17280.0,0.14501354084804682
ORD105461,2024-01-02,CUST12156,Delhi,New Delhi,North,Online,Monitors,27-inch Monitor,5,22500.0,0.0,16800.0,111240.0,84000.0,27240.0,Credit Card,2024,1,Jan,Q1,2024-01,112500.0,0.0,0.24487594390507011
ORD106740,2024-01-02,CUST10190,Maharashtra,Mumbai,West,Store,Accessories,Bluetooth Speaker,1,6500.0,0.05,4100.0,5809.44,4100.0,1709.44,UPI,2024,1,Jan,Q1,2024-01,6500.0,325.0,0.29425211380098604
ORD106983,2024-01-02,CUST11506,Gujarat,Ahmedabad,West,Online,Mobiles,Premium Smartphone,1,58000.0,0.05,44000.0,54482.88,44000.0,10482.88,Debit Card,2024,1,Jan,Q1,2024-01,58000.0,2900.0,0.19240686248597724
ORD107753,2024-01-02,CUST10957,Gujarat,Ahmedabad,West,Online,Mobiles,Budget Smartphone,1,14500.0,0.02,10800.0,14050.85,10800.0,3250.85,Credit Card,2024,1,Jan,Q1,2024-01,14500.0,290.0,0.23136322713572488
ORD108837,2024-01-02,CUST12259,West Bengal,Durgapur,East,Online,Tablets,Android Tablet,3,22000.0,0.02,16500.0,63955.58,49500.0,14455.58,Credit Card,2024,1,Jan,Q1,2024-01,66000.0,1320.0,0.22602531319393865
ORD109105,2024-01-02,CUST11060,Maharashtra,Pune,West,Online,Mobiles,5G Smartphone,2,32000.0,0.0,24500.0,63283.2,49000.0,14283.2,UPI,2024,1,Jan,Q1,2024-01,64000.0,0.0,0.2257028721682848
ORD110886,2024-01-02,CUST10890,West Bengal,Durgapur,East,Store,Accessories,Bluetooth Speaker,4,6500.0,0.0,4100.0,24460.8,16400.0,8060.8,Cash,2024,1,Jan,Q1,2024-01,26000.0,0.0,0.3295395081109367
ORD112214,2024-01-02,CUST12416,Maharashtra,Mumbai,West,Online,Mobiles,5G Smartphone,2,32000.0,0.1,24500.0,56954.88,49000.0,7954.88,Credit Card,2024,1,Jan,Q1,2024-01,64000.0,6400.0,0.1396698579647609
ORD112805,2024-01-02,CUST13100,Delhi,New Delhi,North,Online,Accessories,Wireless Earbuds,2,4200.0,0.1,2700.0,7475.33,5400.0,2075.33,Credit Card,2024,1,Jan,Q1,2024-01,8400.0,840.0,0.27762386409696965
ORD101621,2024-01-03,CUST10455,Odisha,Bhubaneswar,East,Store,Mobiles,Budget Smartphone,2,14500.0,0.0,10800.0,27283.2,21600.0,5683.2,UPI,2024,1,Jan,Q1,2024-01,29000.0,0.0,0.20830401125967626
ORD101738,2024-01-03,CUST11799,Uttar Pradesh,Lucknow,North,Store,Accessories,Wireless Earbuds,2,4200.0,0.02,2700.0,7744.67,5400.0,2344.67,Debit Card,2024,1,Jan,Q1,2024-01,8400.0,168.0,0.30274627582582603
ORD101912,2024-01-03,CUST13025,Gujarat,Ahmedabad,West,Online,Monitors,27-inch Monitor,4,22500.0,0.05,16800.0,84542.4,67200.0,17342.4,UPI,2024,1,Jan,Q1,2024-01,90000.0,4500.0,0.2051325725316528
ORD103190,2024-01-03,CUST12179,West Bengal,Durgapur,East,Online,Accessories,Bluetooth Speaker,1,6500.0,0.05,4100.0,6105.84,4100.0,2005.84,Net Banking,2024,1,Jan,Q1,2024-01,6500.0,325.0,0.32851171992715167
ORD104110,2024-01-03,CUST12193,Maharashtra,Nagpur,West,Online,Accessories,Wireless Earbuds,2,4200.0,0.0,2700.0,8305.92,5400.0,2905.92,UPI,2024,1,Jan,Q1,2024-01,8400.0,0.0,0.3498613037447989
ORD104626,2024-01-03,CUST10642,Karnataka,Mangaluru,South,Online,Accessories,Wireless Earbuds,2,4200.0,0.08,2700.0,7641.45,5400.0,2241.45,UPI,2024,1,Jan,Q1,2024-01,8400.0,672.0,0.2933278369942877
ORD105169,2024-01-03,CUST11143,West Bengal,Durgapur,East,Online,Laptops,Business Laptop 15,4,61000.0,0.1,47000.0,217140.48,188000.0,29140.48,Debit Card,2024,1,Jan,Q1,2024-01,244000.0,24400.0,0.1342010480956844
ORD106413,2024-01-03,CUST11106,Maharashtra,Pune,West,Store,Printers,Laser Printer,1,28000.0,0.1,21400.0,23708.16,21400.0,2308.16,Debit Card,2024,1,Jan,Q1,2024-01,28000.0,2800.0,0.09735719684699276
ORD107066,2024-01-03,CUST10302,Delhi,New Delhi,North,Store,Printers,Ink Tank Printer,2,16500.0,0.08,12200.0,28562.69,24400.0,4162.69,Credit Card,2024,1,Jan,Q1,2024-01,33000.0,2640.0,0.14573872418879313
ORD107211,2024-01-03,CUST11938,Delhi,New Delhi,North,Online,Accessories,Wireless Earbuds,1,4200.0,0.02,2700.0,4069.9,2700.0,1369.9,Debit Card,2024,1,Jan,Q1,2024-01,4200.0,84.0,0.336593036683948
ORD108629,2024-01-03,CUST10423,Tamil Nadu,Coimbatore,South,Store,Accessories,Wireless Earbuds,2,4200.0,0.05,2700.0,7507.58,5400.0,2107.58,Credit Card,2024,1,Jan,Q1,2024-01,8400.0,420.0,0.28072694530061615
ORD110311,2024-01-03,CUST12620,West Bengal,Kolkata,East,Online,Accessories,Bluetooth Speaker,1,6500.0,0.15,4100.0,5463.12,4100.0,1363.12,UPI,2024,1,Jan,Q1,2024-01,6500.0,975.0,0.24951309874211072
ORD110365,2024-01-03,CUST11962,Delhi,New Delhi,North,Store,Printers,Laser Printer,4,28000.0,0.08,21400.0,96940.03,85600.0,11340.03,Credit Card,2024,1,Jan,Q1,2024-01,112000.0,8960.0,0.11697984826288996
ORD111492,2024-01-03,CUST12523,Delhi,New Delhi,North,Store,Tablets,Pro Tablet,1,48000.0,0.08,36000.0,41545.73,36000.0,5545.73,Net Banking,2024,1,Jan,Q1,2024-01,48000.0,3840.0,0.1334849574192101
ORD112317,2024-01-03,CUST11233,Karnataka,Mangaluru,South,Store,Accessories,Wireless Earbuds,1,4200.0,0.02,2700.0,3872.33,2700.0,1172.33,Cash,2024,1,Jan,Q1,2024-01,4200.0,84.0,0.30274537552326375
ORD113173,2024-01-03,CUST11698,Maharashtra,Mumbai,West,Online,Mobiles,Premium Smartphone,3,58000.0,0.05,44000.0,163448.64,132000.0,31448.64,UPI,2024,1,Jan,Q1,2024-01,174000.0,8700.0,0.19240686248597721
ORD113245,2024-01-03,CUST11400,Odisha,Bhubaneswar,East,Online,Accessories,Bluetooth Speaker,1,6500.0,0.08,4100.0,5913.02,4100.0,1813.02,UPI,2024,1,Jan,Q1,2024-01,6500.0,520.0,0.30661489391207875
ORD113958,2024-01-03,CUST12124,Uttar Pradesh,Kanpur,North,Online,Laptops,Ultrabook 14,3,72000.0,0.0,56000.0,213580.8,168000.0,45580.8,UPI,2024,1,Jan,Q1,2024-01,216000.0,0.0,0.21341244156778139
ORD114008,2024-01-03,CUST13171,Uttar Pradesh,Noida,North,Online,Tablets,Android Tablet,1,22000.0,0.02,16500.0,21318.53,16500.0,4818.53,Credit Card,2024,1,Jan,Q1,2024-01,22000.0,440.0,0.2260254342114583
ORD114931,2024-01-03,CUST12438,Rajasthan,Jaipur,North,Online,Mobiles,Premium Smartphone,1,58000.0,0.0,44000.0,57350.4,44000.0,13350.4,Net Banking,2024,1,Jan,Q1,2024-01,58000.0,0.0,0.23278651936167838
ORD100380,2024-01-04,CUST10068,Gujarat,Surat,West,Online,Mobiles,Budget Smartphone,2,14500.0,0.05,10800.0,27241.44,21600.0,5641.44,Debit Card,2024,1,Jan,Q1,2024-01,29000.0,1450.0,0.2070903740771413
ORD100772,2024-01-04,CUST10402,Odisha,Cuttack,East,Online,Mobiles,5G Smartphone,2,32000.0,0.02,24500.0,62017.54,49000.0,13017.54,UPI,2024,1,Jan,Q1,2024-01,64000.0,1280.0,0.209900940927357
ORD100845,2024-01-04,CUST12192,Telangana,Hyderabad,South,Store,Tablets,Android Tablet,1,22000.0,0.15,16500.0,17592.96,16500.0,1092.96,Credit Card,2024,1,Jan,Q1,2024-01,22000.0,3300.0,0.062124849939975996
ORD100900,2024-01-04,CUST12576,Telangana,Hyderabad,South,Online,Mobiles,Budget Smartphone,3,14500.0,0.05,10800.0,40862.16,32400.0,8462.16,Net Banking,2024,1,Jan,Q1,2024-01,43500.0,2175.0,0.2070903740771413
ORD101236,2024-01-04,CUST12449,Telangana,Hyderabad,South,Store,Tablets,Android Tablet,1,22000.0,0.0,16500.0,20697.6,16500.0,4197.6,Cash,2024,1,Jan,Q1,2024-01,22000.0,0.0,0.20280612244897964
ORD101293,2024-01-04,CUST13116,Uttar Pradesh,Kanpur,North,Store,Accessories,Smart Watch,1,7800.0,0.1,5000.0,6604.42,5000.0,1604.42,Debit Card,2024,1,Jan,Q1,2024-01,7800.0,780.0,0.24293124907259078
ORD101549,2024-01-04,CUST12823,Karnataka,Bengaluru,South,Online,Monitors,27-inch Monitor,1,22500.0,0.08,16800.0,20468.16,16800.0,3668.16,Net Banking,2024,1,Jan,Q1,2024-01,22500.0,1800.0,0.179212982505511
ORD102627,2024-01-04,CUST12889,West Bengal,Kolkata,East,Online,Accessories,Bluetooth Speaker,2,6500.0,0.02,4100.0,12597.31,8200.0,4397.31,Cash,2024,1,Jan,Q1,2024-01,13000.0,260.0,0.34906738025816625
ORD102788,2024-01-04,CUST13065,Tamil Nadu,Chennai,South,Online,Laptops,Ultrabook 14,1,72000.0,0.02,56000.0,69769.73,56000.0,13769.73,Credit Card,2024,1,Jan,Q1,2024-01,72000.0,1440.0,0.19735965726110735
ORD103216,2024-01-04,CUST10055,Telangana,Warangal,South,Online,Monitors,27-inch Monitor,1,22500.0,0.05,16800.0,21135.6,16800.0,4335.6,Net Banking,2024,1,Jan,Q1,2024-01,22500.0,1125.0,0.2051325725316528
ORD103233,2024-01-04,CUST11068,Odisha,Cuttack,East,Store,Accessories,Bluetooth Speaker,1,6500.0,0.08,4100.0,5625.98,4100.0,1525.98,Net Banking,2024,1,Jan,Q1,2024-01,6500.0,520.0,0.2712380776326969
ORD104597,2024-01-04,CUST10432,Maharashtra,Nagpur,West,Online,Laptops,Ultrabook 14,2,72000.0,0.0,56000.0,142387.2,112000.0,30387.2,Net Banking,2024,1,Jan,Q1,2024-01,144000.0,0.0,0.21341244156778136
ORD105296,2024-01-04,CUST11576,West Bengal,Durgapur,East,Online,Mobiles,Budget Smartphone,2,14500.0,0.02,10800.0,28101.7,21600.0,6501.7,Credit Card,2024,1,Jan,Q1,2024-01,29000.0,580.0,0.23136322713572488
ORD106056,2024-01-04,CUST10860,Telangana,Hyderabad,South,Store,Accessories,Bluetooth Speaker,4,6500.0,0.1,4100.0,22014.72,16400.0,5614.72,Debit Card,2024,1,Jan,Q1,2024-01,26000.0,2600.0,0.25504389790104076
ORD106075,2024-01-04,CUST11413,Rajasthan,Udaipur,North,Online,Accessories,Wireless Earbuds,2,4200.0,0.0,2700.0,8305.92,5400.0,2905.92,Credit Card,2024,1,Jan,Q1,2024-01,8400.0,0.0,0.3498613037447989
ORD106228,2024-01-04,CUST13118,Maharashtra,Pune,West,Online,Accessories,Smart Watch,2,7800.0,0.1,5000.0,13882.75,10000.0,3882.75,UPI,2024,1,Jan,Q1,2024-01,15600.0,1560.0,0.2796816192757199
ORD106357,2024-01-04,CUST12748,Karnataka,Mangaluru,South,Store,Accessories,Wireless Earbuds,2,4200.0,0.08,2700.0,7270.5,5400.0,1870.5,UPI,2024,1,Jan,Q1,2024-01,8400.0,672.0,0.2572725397152878
ORD106520,2024-01-04,CUST11459,Uttar Pradesh,Lucknow,North,Store,Tablets,Pro Tablet,1,48000.0,0.02,36000.0,44255.23,36000.0,8255.23,Credit Card,2024,1,Jan,Q1,2024-01,48000.0,960.0,0.1865368228794653
ORD107204,2024-01-04,CUST10893,Gujarat,Surat,West,Store,Tablets,Android Tablet,1,22000.0,0.05,16500.0,19662.72,16500.0,3162.72,Debit Card,2024,1,Jan,Q1,2024-01,22000.0,1100.0,0.1608485499462943
ORD107734,2024-01-04,CUST12350,Maharashtra,Pune,West,Online,Printers,Ink Tank Printer,5,16500.0,0.02,12200.0,79944.48,61000.0,18944.48,Credit Card,2024,1,Jan,Q1,2024-01,82500.0,1650.0,0.23697045749750328
ORD109380,2024-01-04,CUST11297,Gujarat,Ahmedabad,West,Online,Laptops,Gaming Laptop,2,98000.0,0.02,79000.0,189928.7,158000.0,31928.7,Credit Card,2024,1,Jan,Q1,2024-01,196000.0,3920.0,0.16810887454081452
ORD109545,2024-01-04,CUST10537,Odisha,Bhubaneswar,East,Online,Laptops,Business Laptop 15,2,61000.0,0.08,47000.0,110982.91,94000.0,16982.91,Debit Card,2024,1,Jan,Q1,2024-01,122000.0,9760.0,0.15302274917822933
ORD110355,2024-01-04,CUST10526,Karnataka,Mysuru,South,Online,Accessories,Smart Watch,3,7800.0,0.05,5000.0,21981.02,15000.0,6981.02,UPI,2024,1,Jan,Q1,2024-01,23400.0,1170.0,0.31759308712698503
ORD110455,2024-01-04,CUST12246,Gujarat,Vadodara,West,Online,Mobiles,Premium Smartphone,2,58000.0,0.15,44000.0,97495.68,88000.0,9495.68,UPI,2024,1,Jan,Q1,2024-01,116000.0,17400.0,0.09739590513138635
ORD111150,2024-01-04,CUST11061,Delhi,New Delhi,North,Store,Tablets,Pro Tablet,2,48000.0,0.0,36000.0,90316.8,72000.0,18316.8,Credit Card,2024,1,Jan,Q1,2024-01,96000.0,0.0,0.20280612244897958
ORD112255,2024-01-04,CUST13076,Delhi,New Delhi,North,Online,Accessories,Wireless Earbuds,2,4200.0,0.08,2700.0,7641.45,5400.0,2241.45,Net Banking,2024,1,Jan,Q1,2024-01,8400.0,672.0,0.2933278369942877
ORD112968,2024-01-04,CUST11065,West Bengal,Kolkata,East,Store,Accessories,Bluetooth Speaker,1,6500.0,0.02,4100.0,5992.9,4100.0,1892.9,UPI,2024,1,Jan,Q1,2024-01,6500.0,130.0,0.3158570975654525
ORD113977,2024-01-04,CUST11341,Maharashtra,Pune,West,Store,Laptops,Gaming Laptop,1,98000.0,0.08,79000.0,84822.53,79000.0,5822.53,Credit Card,2024,1,Jan,Q1,2024-01,98000.0,7840.0,0.06864367285437017
ORD100464,2024-01-05,CUST12540,Maharashtra,Mumbai,West,Online,Accessories,Smart Watch,3,7800.0,0.02,5000.0,22675.16,15000.0,7675.16,Net Banking,2024,1,Jan,Q1,2024-01,23400.0,468.0,0.3384831683657359
ORD100844,2024-01-05,CUST11227,Rajasthan,Udaipur,North,Online,Accessories,Smart Watch,1,7800.0,0.05,5000.0,7327.01,5000.0,2327.01,Credit Card,2024,1,Jan,Q1,2024-01,7800.0,390.0,0.3175933975796403
ORD102400,2024-01-05,CUST13192,Gujarat,Vadodara,West,Store,Accessories,Smart Watch,1,7800.0,0.05,5000.0,6971.33,5000.0,1971.33,Credit Card,2024,1,Jan,Q1,2024-01,7800.0,390.0,0.28277674417937465
ORD102645,2024-01-05,CUST12761,West Bengal,Kolkata,East,Online,Accessories,Wireless Earbuds,5,4200.0,0.08,2700.0,19103.62,13500.0,5603.62,Credit Card,2024,1,Jan,Q1,2024-01,21000.0,1680.0,0.2933276520366297
ORD104054,2024-01-05,CUST10422,Uttar Pradesh,Noida,North,Store,Laptops,Business Laptop 15,1,61000.0,0.05,47000.0,54519.36,47000.0,7519.36,Debit Card,2024,1,Jan,Q1,2024-01,61000.0,3050.0,0.13792091469892528
ORD104884,2024-01-05,CUST10474,Telangana,Warangal,South,Online,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,13620.72,10800.0,2820.72,Net Banking,2024,1,Jan,Q1,2024-01,14500.0,725.0,0.2070903740771413
ORD105718,2024-01-05,CUST10065,Delhi,New Delhi,North,Store,Printers,Ink Tank Printer,1,16500.0,0.05,12200.0,14747.04,12200.0,2547.04,Debit Card,2024,1,Jan,Q1,2024-01,16500.0,825.0,0.17271533812887194
ORD106925,2024-01-05,CUST10578,Tamil Nadu,Coimbatore,South,Store,Mobiles,Budget Smartphone,2,14500.0,0.0,10800.0,27283.2,21600.0,5683.2,Credit Card,2024,1,Jan,Q1,2024-01,29000.0,0.0,0.20830401125967626
ORD108311,2024-01-05,CUST10545,Delhi,New Delhi,North,Store,Accessories,Smart Watch,1,7800.0,0.05,5000.0,6971.33,5000.0,1971.33,Credit Card,2024,1,Jan,Q1,2024-01,7800.0,390.0,0.28277674417937465
ORD108870,2024-01-05,CUST11533,Karnataka,Mangaluru,South,Online,Monitors,24-inch Monitor,1,14500.0,0.02,10800.0,14050.85,10800.0,3250.85,Debit Card,2024,1,Jan,Q1,2024-01,14500.0,290.0,0.23136322713572488
ORD108988,2024-01-05,CUST11352,Telangana,Warangal,South,Online,Accessories,Bluetooth Speaker,5,6500.0,0.05,4100.0,30529.2,20500.0,10029.2,UPI,2024,1,Jan,Q1,2024-01,32500.0,1625.0,0.3285117199271517
ORD109549,2024-01-05,CUST10318,Maharashtra,Pune,West,Online,Mobiles,Premium Smartphone,2,58000.0,0.05,44000.0,108965.76,88000.0,20965.76,Cash,2024,1,Jan,Q1,2024-01,116000.0,5800.0,0.19240686248597724
ORD109690,2024-01-05,CUST13043,Delhi,New Delhi,North,Online,Laptops,Ultrabook 14,1,72000.0,0.08,56000.0,65498.11,56000.0,9498.11,Net Banking,2024,1,Jan,Q1,2024-01,72000.0,5760.0,0.14501349733603
ORD110786,2024-01-05,CUST11671,Tamil Nadu,Chennai,South,Store,Mobiles,5G Smartphone,1,32000.0,0.02,24500.0,29503.49,24500.0,5003.49,UPI,2024,1,Jan,Q1,2024-01,32000.0,640.0,0.16958976717669672
ORD110847,2024-01-05,CUST11821,Uttar Pradesh,Lucknow,North,Store,Tablets,Android Tablet,2,22000.0,0.0,16500.0,41395.2,33000.0,8395.2,UPI,2024,1,Jan,Q1,2024-01,44000.0,0.0,0.20280612244897964
ORD110901,2024-01-05,CUST12591,Tamil Nadu,Coimbatore,South,Online,Laptops,Business Laptop 15,3,61000.0,0.0,47000.0,180950.4,141000.0,39950.4,Debit Card,2024,1,Jan,Q1,2024-01,183000.0,0.0,0.220780943286116
ORD111390,2024-01-05,CUST10327,Maharashtra,Pune,West,Store,Mobiles,Premium Smartphone,1,58000.0,0.15,44000.0,46381.44,44000.0,2381.44,Credit Card,2024,1,Jan,Q1,2024-01,58000.0,8700.0,0.05134467580135502
ORD112083,2024-01-05,CUST10912,Gujarat,Surat,West,Online,Laptops,Business Laptop 15,4,61000.0,0.02,47000.0,236441.86,188000.0,48441.86,Cash,2024,1,Jan,Q1,2024-01,244000.0,4880.0,0.2048785270087116
ORD112322,2024-01-05,CUST12399,Maharashtra,Mumbai,West,Online,Laptops,Business Laptop 15,3,61000.0,0.15,47000.0,153807.84,141000.0,12807.84,Credit Card,2024,1,Jan,Q1,2024-01,183000.0,27450.0,0.08327169798366585
ORD114025,2024-01-05,CUST10029,Delhi,New Delhi,North,Online,Mobiles,Budget Smartphone,2,14500.0,0.0,10800.0,28675.2,21600.0,7075.2,Credit Card,2024,1,Jan,Q1,2024-01,29000.0,0.0,0.2467358553732842
ORD114243,2024-01-05,CUST10702,Uttar Pradesh,Lucknow,North,Online,Accessories,Bluetooth Speaker,4,6500.0,0.02,4100.0,25194.62,16400.0,8794.62,Debit Card,2024,1,Jan,Q1,2024-01,26000.0,520.0,0.34906738025816625
ORD114351,2024-01-05,CUST10815,Uttar Pradesh,Kanpur,North,Online,Tablets,Android Tablet,4,22000.0,0.02,16500.0,85274.11,66000.0,19274.11,Debit Card,2024,1,Jan,Q1,2024-01,88000.0,1760.0,0.22602534344832212
ORD114405,2024-01-05,CUST11104,Tamil Nadu,Chennai,South,Store,Accessories,Bluetooth Speaker,5,6500.0,0.02,4100.0,29964.48,20500.0,9464.48,Debit Card,2024,1,Jan,Q1,2024-01,32500.0,650.0,0.3158566409295272
ORD100103,2024-01-06,CUST12896,Telangana,Warangal,South,Store,Printers,Ink Tank Printer,3,16500.0,0.0,12200.0,46569.6,36600.0,9969.6,Debit Card,2024,1,Jan,Q1,2024-01,49500.0,0.0,0.21407957122242838
ORD100574,2024-01-06,CUST10046,Odisha,Cuttack,East,Online,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,13620.72,10800.0,2820.72,UPI,2024,1,Jan,Q1,2024-01,14500.0,725.0,0.2070903740771413
ORD100706,2024-01-06,CUST12641,Karnataka,Mysuru,South,Online,Monitors,24-inch Monitor,2,14500.0,0.0,10800.0,28675.2,21600.0,7075.2,UPI,2024,1,Jan,Q1,2024-01,29000.0,0.0,0.2467358553732842
ORD101189,2024-01-06,CUST11032,Rajasthan,Udaipur,North,Online,Printers,Ink Tank Printer,3,16500.0,0.08,12200.0,45029.95,36600.0,8429.95,UPI,2024,1,Jan,Q1,2024-01,49500.0,3960.0,0.18720762514726313
ORD101278,2024-01-06,CUST12078,Rajasthan,Jaipur,North,Store,Mobiles,5G Smartphone,5,32000.0,0.05,24500.0,143001.6,122500.0,20501.6,Credit Card,2024,1,Jan,Q1,2024-01,160000.0,8000.0,0.14336622807017543
ORD102201,2024-01-06,CUST10367,Maharashtra,Nagpur,West,Online,Accessories,Wireless Earbuds,2,4200.0,0.0,2700.0,8305.92,5400.0,2905.92,Net Banking,2024,1,Jan,Q1,2024-01,8400.0,0.0,0.3498613037447989
ORD103398,2024-01-06,CUST10479,Maharashtra,Pune,West,Online,Printers,Ink Tank Printer,3,16500.0,0.02,12200.0,47966.69,36600.0,11366.69,Net Banking,2024,1,Jan,Q1,2024-01,49500.0,990.0,0.23697048931247913
ORD104360,2024-01-06,CUST12753,West Bengal,Durgapur,East,Store,Laptops,Business Laptop 15,1,61000.0,0.02,47000.0,56241.02,47000.0,9241.02,Credit Card,2024,1,Jan,Q1,2024-01,61000.0,1220.0,0.1643110313433149
