customer_id,sales,profit,orders
CUST10433,564651.21,115451.20999999999,10
CUST10116,563639.9,108439.90000000001,5
CUST10903,562412.0,107412.0,5
CUST12812,561379.9,141579.9,7
CUST10236,560934.37,162934.37,4
CUST12023,560378.4,98178.4,5
CUST11894,560053.65,157553.65,4
CUST10010,559475.4,116475.40000000001,3
CUST12757,559097.91,133997.91,8
CUST10426,557462.98,148662.97999999998,4
CUST12849,557131.41,110131.41,8
CUST11192,557123.56,177823.56,5
CUST10222,555773.87,100973.87,9
CUST10335,555490.49,122890.49,5
CUST12753,555389.82,109889.82,6
CUST13087,554256.2999999999,133656.30000000002,5
CUST10850,553416.75,141516.75,10
CUST10181,552552.54,100152.54000000001,9
CUST10046,551818.1,129818.09999999999,8
CUST11038,551515.53,108515.53,6
CUST11300,551464.47,94964.47,6
CUST10670,549732.77,127432.76999999999,7
CUST12735,548561.19,147561.19,6
CUST11976,545544.2,123544.2,4
CUST10750,545062.64,109862.64,7
CUST11973,545020.62,120520.62,8
CUST11757,544789.58,108389.58,7
CUST12358,544744.31,159644.31,8
CUST11166,544410.6699999999,97110.67,10
CUST10333,543881.2,81081.2,4
CUST13102,543862.27,149862.27,6
CUST10008,543550.6,111950.6,7
CUST11923,543212.76,107712.76,9
CUST10645,542940.0599999999,146440.06,6
CUST12022,541466.1,126666.09999999999,8
CUST11679,541345.1900000001,120545.19,8
CUST10938,540125.75,117225.75,10
CUST11305,540083.24,135183.24,9
CUST11448,539880.76,123280.76,5
CUST11573,539523.7100000001,102423.71,6
CUST11060,538811.73,132711.73,7
CUST11042,538416.6,134516.6,9
CUST12769,538392.4,143292.4,7
CUST11079,537843.54,118743.54000000001,8
CUST12893,536765.4,77965.4,3
CUST10031,536056.3999999999,109856.40000000001,4
CUST12681,533972.6,117372.6,2
CUST12703,532903.8,115003.8,4
CUST13200,532309.66,91209.66,6
CUST12661,532099.42,153199.41999999998,5
CUST10368,531966.99,85766.99,5
CUST13024,531641.1799999999,98141.18000000001,6
CUST12597,531419.24,112619.24,6
CUST12758,530499.69,98399.69,5
CUST10053,528756.98,111256.98000000001,9
CUST11692,528655.29,107955.29000000001,7
CUST10474,528601.31,122601.31,9
CUST12982,528418.24,109618.23999999999,6
CUST11465,528254.11,122554.11,7
CUST10989,527928.53,151828.53,7
CUST10964,526857.68,47557.68,7
CUST11861,524953.97,136553.97,4
CUST13140,524640.25,117140.25,7
CUST11433,524459.52,135059.52000000002,3
CUST10300,524232.2,152332.2,7
CUST10019,524021.3,100621.3,6
CUST10033,523886.83999999997,144486.84,5
CUST11290,523722.66,128022.66,9
CUST10776,523651.04,120351.04000000001,8
CUST10531,522434.60000000003,124634.6,8
CUST10102,521160.02,105760.02,7
CUST11420,521001.6,131001.6,3
CUST11294,520933.22,104233.22,6
CUST11153,519524.33,121024.33,11
CUST10799,518292.32,134992.32,6
CUST12685,517934.66000000003,117934.66,4
CUST12274,517297.89,112097.89,6
CUST11909,516946.1099999999,84446.11,6
CUST13042,516380.48000000004,112380.48,8
CUST11324,515787.77,83287.76999999999,5
CUST12318,515213.44000000006,110613.44,6
CUST12069,514811.01,122011.01,5
CUST11589,514758.91000000003,115258.91,8
CUST10372,514739.67,107939.67,7
CUST11735,514688.02,133088.02000000002,6
CUST11321,514193.35,117293.35,6
CUST12729,511362.88,113762.88,7
CUST12119,511210.46,101010.46,6
CUST10704,510631.44,100531.44,4
CUST12448,510398.19999999995,96798.2,7
CUST11098,510272.64,110872.64,9
CUST12213,510215.1,105415.1,6
CUST13052,510123.32999999996,119523.33,8
CUST12015,509744.69,127244.69,8
CUST11238,509167.47000000003,121167.47,11
CUST10349,508993.76,74993.76,6
CUST10756,506992.42,116292.42,5
CUST11950,506646.8,114246.8,7
CUST12159,505525.03,123125.03,9
CUST12601,505299.32,102299.31999999999,6
CUST11292,505230.30999999994,100130.31,6
CUST12591,504660.48,106460.48,5
CUST10816,504295.83999999997,107695.84,7
CUST10730,504201.7,53301.7,8
CUST10909,504090.0,97890.0,5
CUST11845,502714.7,112714.7,11
CUST10352,502584.88,95184.88,8
CUST10499,501219.72000000003,108219.72,11
CUST10014,500955.85000000003,111755.84999999999,8
CUST11143,499702.83,84302.83,8
CUST10196,499048.03,87248.03,7
CUST10047,498162.85,112262.85,5
CUST10766,497668.50000000006,105768.5,10
CUST10011,497665.38,104065.38,6
CUST10322,497607.53,123907.53,10
CUST10365,497455.32,119755.31999999999,6
CUST12443,497425.64,131325.64,9
CUST10541,497265.91000000003,94965.91,6
CUST11678,496568.98000000004,117568.98,8
CUST11164,496554.97,100454.97,4
CUST11754,496306.62,115306.62,13
CUST10003,496267.28,89667.28,6
CUST12487,495856.26,113856.26000000001,7
CUST11677,495233.44000000006,99633.44,6
CUST12704,494728.08,121728.08,5
CUST12090,494067.34,51667.34,3
CUST10143,493897.46,116897.45999999999,9
CUST11262,493666.69,80266.69,8
CUST11077,493444.82,99644.82,6
CUST11961,493219.9,124419.9,11
CUST12688,493186.96,77786.96,4
CUST12650,492514.23,136414.23,8
CUST12397,492268.68,130268.68,6
CUST12355,490701.1,105701.1,6
CUST11326,490534.11,104134.11,6
CUST10237,490132.2,94732.2,7
CUST11794,488378.12999999995,92078.13,9
CUST12545,487427.65,103027.65,4
CUST11851,487326.52,72326.52,5
CUST12768,485225.35,114525.35,8
CUST11266,484589.19999999995,100789.20000000001,10
CUST12334,484432.52,124232.52,5
CUST10134,484333.31,116533.31,7
CUST12692,483173.92,58673.92,5
CUST10714,483114.96,76714.95999999999,6
CUST11436,482883.23,89783.23,5
CUST11628,482565.7,122265.7,9
CUST12017,482323.80000000005,84923.79999999999,4
CUST13180,481860.56000000006,133260.56,4
CUST12604,481751.33999999997,106651.34,8
CUST12551,481467.6,88967.6,3
CUST11591,480699.25,100399.25,7
CUST10516,480597.81,104097.81,7
CUST11593,479030.47,90330.47,5
CUST11464,478938.49,104038.48999999999,8
CUST12859,478543.06,86043.06,7
CUST12912,478494.47,114894.47,7
CUST10471,478335.68,107835.68,6
CUST12995,478202.18,99902.18,6
CUST10479,477015.32,124115.32,7
CUST11006,476797.45999999996,124997.46,6
CUST10648,476560.35,76060.35,6
CUST12691,475926.49,105926.49,9
CUST10299,475461.78,96861.78,6
CUST12250,473659.35,107159.35,9
CUST10442,473637.82,87537.82,5
CUST12184,473459.36,121459.36,6
CUST10601,472324.08999999997,80224.09,6
CUST10425,472044.12,119244.12,6
CUST10217,471884.81999999995,116784.81999999999,7
CUST12177,471203.33999999997,90703.34000000001,5
CUST13172,470486.57999999996,98086.58,8
CUST11653,470366.69,113066.68999999999,5
CUST10542,468860.4,86460.4,7
CUST10067,467788.45999999996,127988.45999999999,8
CUST12890,467473.1,94873.1,8
CUST10302,467414.46,102114.45999999999,5
CUST12125,467311.28,104211.28,6
CUST10539,466606.16000000003,135906.16,6
CUST11725,466419.10000000003,110119.1,6
CUST11720,466311.26,119211.26000000001,8
CUST10441,465957.3,94057.3,10
CUST11625,462788.7,97688.70000000001,7
CUST10370,462431.13,106631.13,6
CUST13079,461748.04,118348.04000000001,7
CUST10206,461603.6,122803.6,9
CUST11562,460929.74000000005,128129.74000000002,6
CUST11458,460744.67000000004,109544.67,7
CUST10512,459561.02,85461.02,6
CUST10902,459559.63,139459.63,2
CUST10578,458490.44,82890.44,10
CUST12452,458402.63,91302.63,7
CUST10615,458334.24,104634.24,3
CUST12281,457694.17,81694.17,4
CUST11844,457191.77,105391.77,7
CUST11970,456997.4,97697.4,8
CUST12935,456592.27,66192.27,5
CUST11533,456185.74,94985.73999999999,8
CUST10666,455206.66,87106.66,9
CUST11316,455028.72,98028.72,8
CUST10168,454340.11,129440.10999999999,8
CUST12410,454221.57,108921.57,8
CUST10309,454111.32,91411.31999999999,9
CUST12038,453869.58999999997,123669.59000000001,8
CUST10454,453588.29999999993,107588.30000000002,5
CUST12502,453311.15,102611.15,6
CUST12080,453309.58999999997,124109.59,5
CUST13073,453120.88,108220.88,9
CUST10414,452812.78,84712.78,8
CUST10650,451069.88,102969.88,5
CUST10505,450555.56,129155.56,7
CUST11317,450112.2,83812.2,5
CUST12540,450088.79000000004,112788.79000000001,10
CUST10519,450066.0,120065.99999999999,5
CUST13156,449890.83,115290.83,5
CUST12229,449380.95999999996,79180.96,6
CUST11722,447662.39,99362.39,8
CUST13100,447181.58,98681.58,8
CUST11742,444021.7,111921.70000000001,7
CUST12910,443935.74,80835.74,5
CUST10070,443720.94,96420.94,7
CUST12435,442498.3,117098.29999999999,5
CUST12918,442409.79,138109.79,4
CUST11130,442123.38,97123.38,4
CUST11578,441743.80000000005,78543.8,6
CUST11162,441654.3,80154.3,5
CUST10323,441463.55,111563.55,6
CUST10295,441132.23,129632.23000000001,4
CUST11092,441087.32,106087.31999999999,9
CUST12001,441046.56,123546.56,4
CUST12520,440969.72,83869.72,8
CUST12204,440913.65,98913.65000000001,9
CUST11681,440453.74,96053.73999999999,7
CUST12512,440157.44999999995,88157.45,7
CUST11076,440082.29,77482.29000000001,5
CUST11996,439067.12,72667.12,5
CUST10028,438961.38,93261.38,7
CUST10836,438571.17000000004,88771.17,5
CUST12350,437646.56,123046.56,7
CUST11643,437492.23,78192.23,5
CUST10589,437144.63,87844.63,8
CUST10063,436641.46,106141.46,6
CUST12431,436113.42000000004,83413.42,8
CUST11375,435843.69,94443.69,12
CUST12921,435064.12,93364.12,5
CUST10282,435013.92,96813.92,9
CUST11422,434772.83,72872.83,5
CUST11445,433060.21,95860.20999999999,7
CUST11758,432893.32999999996,123893.33,2
CUST11906,432695.95,78795.95,5
CUST11471,432223.18,98223.18,6
CUST11474,432094.58,81794.58,6
CUST12755,430909.56,96409.56,4
CUST10386,430906.0,84906.0,2
CUST11446,430753.49,116553.48999999999,11
CUST11161,430508.36,116408.36,7
CUST12726,429807.89,103807.89,4
CUST10544,428885.04000000004,82685.04000000001,4
CUST10996,427638.7,95138.7,7
CUST12716,427589.34,78689.34,5
CUST10005,426249.09,103049.09,6
CUST12877,425519.96,58919.96,5
CUST11491,425341.33,122541.33,7
CUST12598,424560.83999999997,92160.84,7
CUST10536,424050.45,90050.45,5
CUST10424,423697.53,89397.53,6
CUST10970,423479.77,95779.77,11
CUST12952,423390.19999999995,105090.2,7
CUST12244,422437.82,106837.82,6
CUST11771,422053.09,98153.09,8
CUST12881,421922.04000000004,76122.04,5
CUST11309,421908.57,110008.57,10
CUST12555,421630.64,105630.64,7
CUST12271,421491.52,77491.52,5
CUST10342,421389.18,89589.18,8
CUST11361,421382.08,98882.08,4
CUST13137,421132.72,92332.72,9
CUST12930,420903.04000000004,119903.04,8
CUST12163,420869.15,68969.15,6
CUST12181,420553.58999999997,128653.59000000001,4
CUST11781,420438.8,79838.8,5
CUST12035,419280.87,53380.87,4
CUST11468,418657.05,110957.04999999999,9
CUST11889,418147.96,80347.95999999999,4
CUST11962,418053.92000000004,93653.92,6
CUST11986,416948.69,67148.69,6
CUST11531,416939.04,120139.04,2
CUST11672,416384.33999999997,64084.34,5
CUST12400,416142.66,78642.66,6
CUST12873,415800.95,82900.95,6
CUST13098,415604.67,96404.67000000001,7
CUST11088,415362.16000000003,84462.16,3
CUST10169,415229.55000000005,85629.55,10
CUST11200,415160.2,95360.2,8
CUST12940,414944.32,94944.32,3
CUST13034,414614.51,112914.51000000001,5
CUST11803,414534.31,79734.31,6
CUST12765,414360.22,69960.22,7
CUST12078,414277.1,67077.1,4
CUST11007,414253.73,113453.73000000001,7
CUST12492,414113.69,88913.69,6
CUST11834,414016.47,101816.47,5
CUST10603,413925.66000000003,98825.66,9
CUST12837,413254.82,90554.82,8
CUST10434,412648.25,70648.25,6
CUST12474,412446.49,84046.48999999999,7
CUST13151,411947.7,89647.7,7
CUST13104,411925.97,52325.97,4
CUST10022,411876.98,88376.98,4
CUST13076,411122.43000000005,111222.43000000001,8
CUST10867,410568.7,97368.7,6
CUST10105,409745.51,71045.51,8
CUST11680,409394.6,94394.6,5
CUST10802,409138.97,73738.97,6
CUST11811,409080.59,99980.59,7
CUST12509,408951.02,58551.02,4
CUST11138,408876.53,79176.53,6
CUST10905,408776.79000000004,66876.79,7
CUST11553,408738.1,86038.1,8
CUST12902,408493.3,126693.3,5
CUST10915,407790.0,78590.0,4
CUST12843,407352.77999999997,76752.78,5
CUST10833,407303.36,72803.36,6
CUST12793,406968.48,69968.48000000001,3
CUST12475,406627.15,102527.15,6
CUST12950,406223.83,90323.83,9
CUST10398,406070.7,94670.7,8
CUST10965,406012.26,66412.26,5
CUST11382,405793.19,83093.18999999999,8
CUST11598,404985.12,108285.12000000001,5
CUST11964,404492.28,100192.28,4
CUST10851,403903.08,83203.08,7
CUST12164,403480.39999999997,86180.4,5
CUST10533,403150.60000000003,79150.59999999999,5
CUST12824,403141.72,94941.72,6
CUST10055,402773.74,101473.73999999999,4
CUST11676,402709.85,101909.85,6
CUST11530,402496.76,98996.76,5
CUST11454,402397.52,70997.52,6
CUST10624,401909.69,98509.69,9
CUST10432,401418.85000000003,90818.85,6
CUST10463,400905.66000000003,82905.66,3
CUST12627,400238.12,91838.12000000001,7
CUST13030,400208.82,81308.82,7
CUST12040,399885.52,80885.52,5
CUST12253,399749.4,82449.4,8
CUST12429,399598.75,84198.75,6
CUST12759,399313.16,73513.16,6
CUST10591,398966.52,88266.52,8
CUST11479,398419.86,103619.86,8
CUST11332,397750.52,89050.52,8
CUST12583,397689.64,86089.64,5
CUST10090,396851.34,81251.34,7
CUST10593,396526.82,58926.82,3
CUST11712,395825.92,91325.92,2
CUST10809,395002.72,43802.72,3
CUST10703,394929.8,79829.8,5
CUST11267,394902.0,70902.0,2
CUST11727,394659.55,53459.55,7
CUST12645,392033.09,68733.09,6
CUST10017,391344.48,89244.48000000001,9
CUST11013,390903.24,100103.24,7
CUST11351,390883.88,79483.88,6
CUST12447,390050.84,94150.84,7
CUST10415,389692.8,70192.8,4
CUST12510,389474.8,88874.8,6
CUST12160,389229.7,86029.7,3
CUST13009,389081.73,94381.73000000001,6
CUST12621,388989.01,85589.01,8
CUST10883,388923.68,87823.68000000001,4
CUST11931,388878.91000000003,64078.91,6
CUST10517,388034.01999999996,77734.02,8
CUST11911,388013.83,98513.83,4
CUST11147,387889.08,100289.08,6
CUST13043,387614.49,91314.48999999999,6
CUST10768,387322.53,76522.53,6
CUST10721,387314.57,116114.56999999999,7
CUST11596,387212.77999999997,65412.78,6
CUST12521,387151.04,85951.04,5
CUST10892,386688.04000000004,109888.04000000001,9
CUST12932,386529.69999999995,80229.7,6
CUST10306,385856.52,69156.52,4
CUST10848,385561.4,85061.4,6
CUST12003,385215.46,83715.46,10
CUST12742,385089.66000000003,74089.66,7
CUST11173,385060.04000000004,89260.04000000001,8
CUST10057,384872.64,81072.64,3
CUST12674,384041.63,72241.63,9
CUST13050,383777.5,91377.5,7
CUST10141,383689.64,75289.64,6
CUST11449,383262.42,79862.42,7
CUST10164,383147.86000000004,88147.86,8
CUST12103,383128.52999999997,81628.53,7
CUST12763,382834.31,78434.31,7
CUST10547,382234.13,87934.13,10
CUST12013,381694.72,93694.72,6
CUST12203,381290.72,76990.72,7
CUST10297,381236.04000000004,85836.04,8
CUST12620,380660.08,82860.08,9
CUST11879,380656.16,96156.16,8
CUST12124,380535.56,86635.56,5
CUST10506,380505.06999999995,82505.07,3
CUST10045,378822.94,80322.94,7
CUST10405,378588.68,85988.68,5
CUST12273,378503.04,98803.04,9
CUST12570,378345.42,61445.42,6
CUST11863,377741.11,85641.11,7
CUST12129,377355.33,80855.33,5
CUST10860,377290.84,64290.84,6
CUST11975,377277.12,94477.12,10
CUST10225,376999.65,87099.65,6
CUST10952,376761.26,87361.26000000001,10
CUST10457,376577.12,81977.12,6
CUST11312,376497.13999999996,75097.14,4
CUST10943,376478.76,60478.76,11
CUST12851,376361.89,91561.89,5
CUST11571,376339.18,95439.18000000001,5
CUST11297,375657.48,71657.48,4
CUST10827,375403.2,86503.2,5
CUST10098,375369.78,79869.78,11
CUST11280,375344.73,71244.73,5
CUST10576,375084.8,91084.8,2
CUST12246,374767.92,74567.92,5
CUST11713,374554.79,79654.79000000001,9
CUST13019,374264.36,83564.36,5
CUST12631,374104.65,58504.649999999994,5
CUST12578,373904.86,88704.86,6
CUST11697,373642.72000000003,74642.72,6
CUST11969,373546.09,74046.09,10
CUST11650,373121.64,109821.63999999998,6
CUST11216,372990.1,99990.1,7
CUST11798,372768.54,82168.54000000001,7
CUST12302,372509.31,79809.31,4
CUST10458,371936.45,67736.45,6
CUST10734,371536.94,69936.94,7
CUST12976,370973.4,77173.4,5
CUST11669,370899.68,84099.68,5
CUST10588,370208.52,68308.52,6
CUST10404,369975.34,91075.34,6
CUST11508,369887.83,88187.83,4
CUST10220,369590.78,103890.78,5
CUST10118,369021.21,83121.20999999999,7
CUST13120,368978.52,92078.52,6
CUST12009,368807.06,71807.06,8
CUST12325,368524.73,93624.73000000001,6
CUST13190,368231.04,70731.04000000001,3
CUST11983,368154.75,101054.75,4
CUST13032,368061.88,68261.88,6
CUST12460,368044.85,61144.85,5
CUST11244,367694.37,71694.37,8
CUST10449,367613.18,79513.18,8
CUST12526,367604.4,80604.4,4
CUST12603,367268.03,72468.03,3
CUST12567,366950.63,80550.63,6
CUST10436,366696.68000000005,81896.68,7
CUST12210,365505.91,77905.91,5
CUST12981,365011.52,82211.52,4
CUST10916,364355.75999999995,86955.76,7
CUST10646,364093.46,71093.45999999999,2
CUST12076,363921.39,81321.39,7
CUST11595,363777.98,88377.98000000001,5
CUST10350,363675.9,76775.9,8
CUST12891,363642.83999999997,72842.84,5
CUST10061,363417.04000000004,67017.04000000001,5
CUST12546,362814.75,69314.75,6
CUST10140,362701.16,56401.16,4
CUST11122,362303.94,72303.94,5
CUST11209,362006.58,80906.58,9
CUST12842,361804.64,76104.64,6
CUST12269,361733.94000000006,83133.93999999999,4
CUST12043,361606.28,52006.28,5
CUST10197,361333.87,99133.87,6
CUST10455,361217.88,83517.88,9
CUST10038,361137.77999999997,83137.78,9
CUST12243,361054.07,58454.07,6
CUST13048,361004.6,93904.6,6
CUST12740,360644.04,77944.04000000001,7
CUST11198,360643.81999999995,92543.82,8
CUST10669,360615.25,58415.25,3
CUST12385,360097.4,75597.4,3
CUST12749,359706.16000000003,78606.16,5
CUST12665,359620.26999999996,75620.27,6
CUST10340,359619.26,79219.26000000001,10
CUST11104,359572.92,66772.92,4
CUST11940,358917.2,86617.2,7
CUST13144,358913.64,86913.64,5
CUST11288,358427.73,60027.729999999996,5
CUST11948,358419.0,82419.0,2
CUST12010,357754.38,77554.38,7
CUST12728,357569.85,40169.85,3
CUST11211,357410.65,93610.65,9
CUST11839,357322.0,80722.0,7
CUST10265,357222.77999999997,111822.78,6
CUST10707,357136.33999999997,92736.34,6
CUST10385,356586.0,86886.0,3
CUST11350,356530.1,68730.1,5
CUST11761,356110.19,100910.19,7
CUST11314,356096.97000000003,82296.97,9
CUST11224,355982.2,80682.2,7
CUST10165,355931.9,69431.9,6
CUST10219,355843.27,86143.26999999999,6
CUST11594,355598.43,87398.43,7
CUST11107,355229.31,63629.31,6
CUST11592,354605.17000000004,61005.17,6
CUST12147,353395.77,75295.77,5
CUST10488,353255.12,51955.119999999995,4
CUST11612,353104.66,95404.66,7
CUST11955,352770.72000000003,101470.72,4
CUST12440,352763.74,62663.740000000005,8
CUST11413,352526.35,60626.350000000006,7
CUST12946,352525.6,49525.600000000006,2
CUST12943,352168.26,75268.26000000001,6
CUST12811,351558.41,99358.41,8
CUST12239,351357.68,92157.68,6
CUST12569,350656.8,71356.8,9
CUST10553,350564.18,87564.18,5
CUST11559,350365.66,105565.66,8
CUST12938,349845.68000000005,73945.68,5
CUST10248,349688.2,88088.2,10
CUST13063,349680.66000000003,67680.66,4
CUST11156,349422.25,85922.25,12
CUST12346,349412.95,75212.95,7
CUST10289,349295.03,74195.03,8
CUST12524,348973.53,77973.53,7
CUST12931,348896.2,99496.2,7
CUST10429,348779.83999999997,73779.84,7
CUST12566,348657.72,85457.72,4
CUST10354,348333.45,80433.45,7
CUST12667,348282.64,71182.64,5
CUST10338,347622.11,79022.11,7
CUST11784,347445.7,77645.7,6
CUST10784,347241.22,69341.22,6
CUST12121,346478.31,100178.31,5
CUST12860,346173.87,86973.87,6
CUST11842,346139.81,67639.81,5
CUST11587,346062.33,111262.33,7
CUST10521,345928.02999999997,57628.03,6
CUST11710,345874.27999999997,77074.28,7
CUST13021,345780.82999999996,64780.83,4
CUST10638,345649.16,63049.16,6
CUST11516,344944.24,85244.24,4
CUST11741,344860.92,72960.92,5
CUST10780,344760.23,63060.23,6
CUST10895,344736.77,67836.77,5
CUST10960,343782.73,96382.73000000001,9
CUST12625,343695.94,66895.94,6
CUST12636,342935.53,73635.53,4
CUST11070,342844.16000000003,67844.16,5
CUST11354,342843.2,69643.2,5
CUST10565,341910.12,81210.12,4
CUST11884,341726.05,74126.05,6
CUST10336,341567.5,90167.5,9
CUST11347,341019.82,69119.82,6
CUST11846,340282.24,77782.24,8
CUST11539,340210.68,85810.68,6
CUST10037,340003.45,72603.45,4
CUST12386,339866.94,79266.94,6
CUST10921,339776.27,77976.27,6
CUST10062,339650.16000000003,98050.16,6
CUST10857,339404.59,94804.59,8
CUST11486,339395.30000000005,93595.29999999999,3
CUST11227,339069.18,92369.18000000001,5
CUST11837,338991.46,66191.46,7
CUST10953,338969.74,92369.74,6
CUST12655,338965.63,68065.63,5
CUST12616,338951.92,67751.92,7
CUST11750,338780.58,81680.58,7
CUST10592,338581.64,69481.64,5
CUST13072,338507.73,77507.73000000001,3
CUST10801,338501.0,89901.0,6
CUST13077,338433.28,66333.28,4
CUST10256,338305.23,81605.23,5
CUST12923,337651.43,79351.43,8
CUST12978,337553.74,50953.74,7
CUST12595,336672.87,86472.87,6
CUST11683,336660.38,73960.38,6
CUST12418,336313.95999999996,74913.96,6
CUST12660,336307.7,75907.7,5
CUST10696,336175.45,85575.45000000001,8
